user_id,username,likes_count,,,,,,,,,,,,,,,translate,trans_src,trans_dest
2247018338,khamenei_fa,4382,,,,,,,,,,,,,,,,,
2247018338,khamenei_fa,4432,,,,,,,,,,,,,,,,,
2247018338,khamenei_fa,3570,,,,,,,,,,,,,,,,,
2247018338,khamenei_fa,3272,,,,,,,,,,,,,,,,,
2247018338,khamenei_fa,4238,,,,,,,,,,,,,,,,,
2247018338,khamenei_fa,6868,,,,,,,,,,,,,,,,,
2247018338,khamenei_fa,11694,,,,,,,,,,,,,,,,,
2247018338,khamenei_fa,8844,,,,,,,,,,,,,,,,,
2247018338,khamenei_fa,2867,,,,,,,,,,,,,,,,,
2247018338,khamenei_fa,7209,,,,,,,,,,,,,,,,,
2247018338,khamenei_fa,5915,,,,,,,,,,,,,,,,,
2247018338,khamenei_fa,6477,,,,,,,,,,,,,,,,,
2247018338,khamenei_fa,7375,,,,,,,,,,,,,,,,,
2247018338,khamenei_fa,8538,,,,,,,,,,,,,,,,,
2247018338,khamenei_fa,7809,,,,,,,,,,,,,,,,,
2247018338,khamenei_fa,8681,,,,,,,,,,,,,,,,,
2247018338,khamenei_fa,11999,,,,,,,,,,,,,,,,,
2247018338,khamenei_fa,5207,,,,,,,,,,,,,,,,,
2247018338,khamenei_fa,13922,,,,,,,,,,,,,,,,,
2247018338,khamenei_fa,6715,,,,,,,,,,,,,,,,,
2247018338,khamenei_fa,6315,,,,,,,,,,,,,,,,,
2247018338,khamenei_fa,9727,,,,,,,,,,,,,,,,,
2247018338,khamenei_fa,6191,,,,,,,,,,,,,,,,,
2247018338,khamenei_fa,6619,,,,,,,,,,,,,,,,,
2247018338,khamenei_fa,5907,,,,,,,,,,,,,,,,,
2247018338,khamenei_fa,7371,,,,,,,,,,,,,,,,,
2247018338,khamenei_fa,4652,,,,,,,,,,,,,,,,,
2247018338,khamenei_fa,7344,,,,,,,,,,,,,,,,,
2247018338,khamenei_fa,6404,,,,,,,,,,,,,,,,,
2247018338,khamenei_fa,7344,,,,,,,,,,,,,,,,,
2247018338,khamenei_fa,4677,,,,,,,,,,,,,,,,,
2247018338,khamenei_fa,5770,,,,,,,,,,,,,,,,,
2247018338,khamenei_fa,4718,,,,,,,,,,,,,,,,,
2247018338,khamenei_fa,7348,,,,,,,,,,,,,,,,,
2247018338,khamenei_fa,8122,,,,,,,,,,,,,,,,,
2247018338,khamenei_fa,8622,,,,,,,,,,,,,,,,,
2247018338,khamenei_fa,10949,,,,,,,,,,,,,,,,,
